Tue Apr 24 12:17:40 2018,1773,gvfsd-dnssd
Tue Apr 24 12:17:40 2018,1883,update-notifier
Tue Apr 24 12:17:40 2018,2206,unity-scope-home
Tue Apr 24 12:17:40 2018,2223,unity-scope-loader
Tue Apr 24 12:17:40 2018,2224,unity-files-daemon
Tue Apr 24 12:17:40 2018,2300,deja-dup-monitor
Tue Apr 24 12:17:40 2018,3143,gedit
Tue Apr 24 12:17:40 2018,3165,firefox
Tue Apr 24 12:17:40 2018,3214,Web Content
Tue Apr 24 12:17:40 2018,3260,Web Content
Tue Apr 24 12:17:40 2018,3398,gnome-terminal-server
Tue Apr 24 12:17:40 2018,3405,bash
Tue Apr 24 12:17:40 2018,4013,python
Tue Apr 24 12:17:40 2018,4062,python
Tue Apr 24 12:17:40 2018,4103,Web Content
Tue Apr 24 12:17:40 2018,4257,notify-osd
Tue Apr 24 12:17:40 2018,4303,kworker/0:1
Tue Apr 24 12:17:40 2018,4391,dhclient
Tue Apr 24 12:17:40 2018,4420,kworker/0:2
Tue Apr 24 12:17:40 2018,4586,python
Tue Apr 24 12:17:40 2018,4597,kworker/u2:2
Tue Apr 24 12:17:40 2018,4706,kworker/u2:1
Tue Apr 24 12:17:40 2018,4848,kworker/u2:0
Tue Apr 24 12:17:40 2018,4851,python

